type, ID, time, latitude, longitude,value,units,,range
First Responder Heart Rate,first_responder_3,2020-05-19 14:13:42.589692Z,37.537085,-77.436605,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:13:42.589692Z,37.532025,-77.42837,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:13:42.589692Z,37.527968,-77.419525,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:13:42.589692Z,37.523716,-77.414425,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:13:42.589692Z,37.51876,-77.41056,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:13:42.589692Z,37.524296,-77.43443,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:13:42.589692Z,37.52616,-77.44428,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:13:42.589692Z,37.522584,-77.44151,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:13:42.589692Z,37.533146,-77.435015,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:13:42.589692Z,37.533387,-77.42162,108,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:13:42.589692Z,37.534917,-77.426476,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:13:42.589692Z,37.54273,-77.437125,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:13:42.589692Z,37.528038,-77.412974,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:13:42.589692Z,37.53647,-77.41421,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:13:42.589692Z,37.541083,-77.421365,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:13:42.589692Z,37.543959,-77.431755,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:13:42.589692Z,37.518307,-77.43094,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:13:42.589692Z,37.51709,-77.4399,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:13:43.589692Z,37.544055,-77.448405,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:13:43.589692Z,37.54043,-77.442225,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:13:43.589692Z,37.5371,-77.4366,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:13:43.589692Z,37.53203,-77.428365,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:13:43.589692Z,37.527978,-77.41953,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:13:43.589692Z,37.523706,-77.41443,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:13:43.589692Z,37.51876,-77.41056,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:13:43.589692Z,37.524291,-77.43442,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:13:43.589692Z,37.52616,-77.444285,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:13:43.589692Z,37.522584,-77.441505,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:13:43.589692Z,37.533141,-77.43501,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:13:43.589692Z,37.533377,-77.42164,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:13:43.589692Z,37.534902,-77.426486,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:13:43.589692Z,37.54274,-77.43711,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:13:43.589692Z,37.528043,-77.412959,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:13:43.589692Z,37.536485,-77.414205,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:13:43.589692Z,37.541073,-77.421365,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:13:43.589692Z,37.543964,-77.43176,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:13:43.589692Z,37.518312,-77.43095,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:13:43.589692Z,37.51707,-77.4399,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:13:44.589692Z,37.544065,-77.44839,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:13:44.589692Z,37.54044,-77.442225,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:13:44.589692Z,37.53709,-77.43661,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:13:44.589692Z,37.532025,-77.42837,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:13:44.589692Z,37.527963,-77.419525,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:13:44.589692Z,37.523706,-77.41443,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:13:44.589692Z,37.518745,-77.410565,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:13:44.589692Z,37.524291,-77.434425,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:13:44.589692Z,37.52617,-77.4443,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:13:44.589692Z,37.522594,-77.44151,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:13:44.589692Z,37.533146,-77.43502,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:13:44.589692Z,37.533392,-77.42163,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:13:44.589692Z,37.534902,-77.426471,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:13:44.589692Z,37.542735,-77.43712,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:13:44.589692Z,37.528033,-77.412969,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:13:44.589692Z,37.536485,-77.414215,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:13:44.589692Z,37.541068,-77.42138,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:13:44.589692Z,37.543969,-77.431745,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:13:44.589692Z,37.518297,-77.43094,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:13:44.589692Z,37.51708,-77.439905,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:13:45.589692Z,37.54407,-77.448395,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:13:45.589692Z,37.54044,-77.44224,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:13:45.589692Z,37.537085,-77.436605,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:13:45.589692Z,37.532015,-77.428365,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:13:45.589692Z,37.527978,-77.419525,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:13:45.589692Z,37.523706,-77.41443,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:13:45.589692Z,37.51876,-77.41056,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:13:45.589692Z,37.524286,-77.434425,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:13:45.589692Z,37.52616,-77.44429,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:13:45.589692Z,37.522584,-77.441505,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:13:45.589692Z,37.533146,-77.435025,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:13:45.589692Z,37.533387,-77.42163,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:13:45.589692Z,37.534917,-77.426466,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:13:45.589692Z,37.54274,-77.437125,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:13:45.589692Z,37.528028,-77.412954,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:13:45.589692Z,37.53647,-77.414215,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:13:45.589692Z,37.541078,-77.42137,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:13:45.589692Z,37.543974,-77.431765,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:13:45.589692Z,37.518297,-77.430935,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:13:45.589692Z,37.51709,-77.4399,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:13:46.589692Z,37.54409,-77.448385,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:13:46.589692Z,37.54043,-77.442225,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:13:46.589692Z,37.537085,-77.4366,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:13:46.589692Z,37.532015,-77.428365,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:13:46.589692Z,37.527963,-77.419525,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:13:46.589692Z,37.523716,-77.414415,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:13:46.589692Z,37.518755,-77.410565,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:13:46.589692Z,37.524291,-77.43441,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:13:46.589692Z,37.526175,-77.44429,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:13:46.589692Z,37.522599,-77.441505,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:13:46.589692Z,37.533151,-77.43501,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:13:46.589692Z,37.533377,-77.421635,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:13:46.589692Z,37.534902,-77.426471,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:13:46.589692Z,37.54275,-77.43711,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:13:46.589692Z,37.528038,-77.412974,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:13:46.589692Z,37.53649,-77.41421,109,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:13:46.589692Z,37.541078,-77.421375,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:13:46.589692Z,37.543969,-77.43175,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:13:46.589692Z,37.518297,-77.43095,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:13:46.589692Z,37.517075,-77.43992,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_1,2020-05-19 14:13:47.589692Z,37.544095,-77.44839,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:13:47.589692Z,37.54044,-77.442235,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:13:47.589692Z,37.537085,-77.436615,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:13:47.589692Z,37.53202,-77.42838,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:13:47.589692Z,37.527978,-77.41952,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:13:47.589692Z,37.523721,-77.41442,102,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:13:47.589692Z,37.518755,-77.41057,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:13:47.589692Z,37.524306,-77.43441,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:13:47.589692Z,37.52618,-77.444285,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:13:47.589692Z,37.522584,-77.44151,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_11,2020-05-19 14:13:47.589692Z,37.533136,-77.435015,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:13:47.589692Z,37.533392,-77.42164,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:13:47.589692Z,37.534922,-77.426481,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_14,2020-05-19 14:13:47.589692Z,37.54274,-77.43712,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:13:47.589692Z,37.528038,-77.412974,108,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:13:47.589692Z,37.53647,-77.4142,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:13:47.589692Z,37.541078,-77.42138,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:13:47.589692Z,37.543954,-77.43175,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:13:47.589692Z,37.518307,-77.430935,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:13:47.589692Z,37.51709,-77.43991,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:13:48.589692Z,37.544105,-77.4484,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:13:48.589692Z,37.54044,-77.442235,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:13:48.589692Z,37.5371,-77.43662,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:13:48.589692Z,37.532015,-77.428365,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:13:48.589692Z,37.527973,-77.419515,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:13:48.589692Z,37.523716,-77.41441,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:13:48.589692Z,37.518755,-77.41057,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:13:48.589692Z,37.524291,-77.43441,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:13:48.589692Z,37.52618,-77.44429,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:13:48.589692Z,37.522589,-77.44151,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:13:48.589692Z,37.533151,-77.43501,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:13:48.589692Z,37.533377,-77.42163,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:13:48.589692Z,37.534922,-77.426481,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:13:48.589692Z,37.54275,-77.43711,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:13:48.589692Z,37.528048,-77.412974,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:13:48.589692Z,37.536475,-77.41421,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:13:48.589692Z,37.541083,-77.42136,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:13:48.589692Z,37.543969,-77.431745,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_19,2020-05-19 14:13:48.589692Z,37.518307,-77.43093,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:13:48.589692Z,37.517075,-77.439905,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:13:49.589692Z,37.544085,-77.448375,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:13:49.589692Z,37.54043,-77.44222,112,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:13:49.589692Z,37.53709,-77.4366,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:13:49.589692Z,37.53203,-77.42837,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:13:49.589692Z,37.527968,-77.419535,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:13:49.589692Z,37.523726,-77.414425,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:13:49.589692Z,37.51875,-77.410565,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:13:49.589692Z,37.524291,-77.434415,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:13:49.589692Z,37.52618,-77.444285,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:13:49.589692Z,37.522584,-77.44151,90,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:13:49.589692Z,37.533156,-77.43501,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:13:49.589692Z,37.533372,-77.42164,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:13:49.589692Z,37.534912,-77.426486,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:13:49.589692Z,37.542735,-77.437125,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:13:49.589692Z,37.528048,-77.412969,108,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:13:49.589692Z,37.53647,-77.41422,98,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:13:49.589692Z,37.541078,-77.42137,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_18,2020-05-19 14:13:49.589692Z,37.543974,-77.431745,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:13:49.589692Z,37.518302,-77.43093,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:13:49.589692Z,37.51709,-77.4399,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:13:50.589692Z,37.54408,-77.4484,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_2,2020-05-19 14:13:50.589692Z,37.54043,-77.44222,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:13:50.589692Z,37.537085,-77.43661,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:13:50.589692Z,37.53201,-77.42838,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:13:50.589692Z,37.527978,-77.419535,113,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:13:50.589692Z,37.523726,-77.41442,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:13:50.589692Z,37.518745,-77.41056,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:13:50.589692Z,37.524291,-77.43441,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:13:50.589692Z,37.52616,-77.4443,120,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:13:50.589692Z,37.522589,-77.441495,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:13:50.589692Z,37.533146,-77.435015,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:13:50.589692Z,37.533382,-77.42164,111,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:13:50.589692Z,37.534907,-77.426471,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:13:50.589692Z,37.542745,-77.43712,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:13:50.589692Z,37.528028,-77.412964,97,beats per minute,,LOW
First Responder Heart Rate,first_responder_16,2020-05-19 14:13:50.589692Z,37.53647,-77.41421,83,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:13:50.589692Z,37.541073,-77.42137,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:13:50.589692Z,37.543954,-77.43176,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:13:50.589692Z,37.518307,-77.430945,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_20,2020-05-19 14:13:50.589692Z,37.51708,-77.43991,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:13:51.589692Z,37.544055,-77.448385,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:13:51.589692Z,37.540425,-77.442235,107,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:13:51.589692Z,37.53709,-77.436615,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:13:51.589692Z,37.53202,-77.42838,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_5,2020-05-19 14:13:51.589692Z,37.527973,-77.41953,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_6,2020-05-19 14:13:51.589692Z,37.523721,-77.41443,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:13:51.589692Z,37.518755,-77.41057,115,beats per minute,,HIGH
First Responder Heart Rate,first_responder_8,2020-05-19 14:13:51.589692Z,37.524296,-77.43443,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:13:51.589692Z,37.52616,-77.444295,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_10,2020-05-19 14:13:51.589692Z,37.522584,-77.44151,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:13:51.589692Z,37.533136,-77.43503,101,beats per minute,,HIGH
First Responder Heart Rate,first_responder_12,2020-05-19 14:13:51.589692Z,37.533372,-77.42163,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_13,2020-05-19 14:13:51.589692Z,37.534912,-77.426471,91,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:13:51.589692Z,37.542745,-77.43713,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_15,2020-05-19 14:13:51.589692Z,37.528043,-77.412974,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:13:51.589692Z,37.53648,-77.4142,92,beats per minute,,LOW
First Responder Heart Rate,first_responder_17,2020-05-19 14:13:51.589692Z,37.541063,-77.42136,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:13:51.589692Z,37.543969,-77.431755,110,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:13:51.589692Z,37.518317,-77.43093,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:13:51.589692Z,37.51708,-77.439915,94,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:13:52.589692Z,37.54405,-77.4484,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:13:52.589692Z,37.54043,-77.44224,118,beats per minute,,HIGH
First Responder Heart Rate,first_responder_3,2020-05-19 14:13:52.589692Z,37.53709,-77.436615,88,beats per minute,,LOW
First Responder Heart Rate,first_responder_4,2020-05-19 14:13:52.589692Z,37.532015,-77.42837,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:13:52.589692Z,37.527978,-77.419525,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:13:52.589692Z,37.523711,-77.414415,84,beats per minute,,LOW
First Responder Heart Rate,first_responder_7,2020-05-19 14:13:52.589692Z,37.51874,-77.41057,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:13:52.589692Z,37.524296,-77.434425,116,beats per minute,,HIGH
First Responder Heart Rate,first_responder_9,2020-05-19 14:13:52.589692Z,37.526175,-77.44429,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:13:52.589692Z,37.522589,-77.44151,95,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:13:52.589692Z,37.533146,-77.435015,89,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:13:52.589692Z,37.533392,-77.42164,119,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:13:52.589692Z,37.534907,-77.426471,80,beats per minute,,LOW
First Responder Heart Rate,first_responder_14,2020-05-19 14:13:52.589692Z,37.54275,-77.437125,105,beats per minute,,HIGH
First Responder Heart Rate,first_responder_15,2020-05-19 14:13:52.589692Z,37.528038,-77.412954,117,beats per minute,,HIGH
First Responder Heart Rate,first_responder_16,2020-05-19 14:13:52.589692Z,37.536485,-77.41421,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_17,2020-05-19 14:13:52.589692Z,37.541073,-77.421375,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_18,2020-05-19 14:13:52.589692Z,37.543954,-77.431755,104,beats per minute,,HIGH
First Responder Heart Rate,first_responder_19,2020-05-19 14:13:52.589692Z,37.518307,-77.430945,96,beats per minute,,LOW
First Responder Heart Rate,first_responder_20,2020-05-19 14:13:52.589692Z,37.51708,-77.43991,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_1,2020-05-19 14:13:53.589692Z,37.544035,-77.448415,86,beats per minute,,LOW
First Responder Heart Rate,first_responder_2,2020-05-19 14:13:53.589692Z,37.54043,-77.442235,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_3,2020-05-19 14:13:53.589692Z,37.53709,-77.436615,106,beats per minute,,HIGH
First Responder Heart Rate,first_responder_4,2020-05-19 14:13:53.589692Z,37.532015,-77.428365,103,beats per minute,,HIGH
First Responder Heart Rate,first_responder_5,2020-05-19 14:13:53.589692Z,37.527978,-77.419535,85,beats per minute,,LOW
First Responder Heart Rate,first_responder_6,2020-05-19 14:13:53.589692Z,37.523721,-77.414425,114,beats per minute,,HIGH
First Responder Heart Rate,first_responder_7,2020-05-19 14:13:53.589692Z,37.518755,-77.41055,82,beats per minute,,LOW
First Responder Heart Rate,first_responder_8,2020-05-19 14:13:53.589692Z,37.524306,-77.434425,81,beats per minute,,LOW
First Responder Heart Rate,first_responder_9,2020-05-19 14:13:53.589692Z,37.52618,-77.444295,93,beats per minute,,LOW
First Responder Heart Rate,first_responder_10,2020-05-19 14:13:53.589692Z,37.522589,-77.4415,87,beats per minute,,LOW
First Responder Heart Rate,first_responder_11,2020-05-19 14:13:53.589692Z,37.533151,-77.435015,99,beats per minute,,LOW
First Responder Heart Rate,first_responder_12,2020-05-19 14:13:53.589692Z,37.533382,-77.421625,100,beats per minute,,HIGH
First Responder Heart Rate,first_responder_13,2020-05-19 14:13:53.589692Z,37.534917,-77.426481,81,beats per minute,,LOW
